HDO.ID	Disease.long	Disease	N	HDO.ID	Disease.long	Disease	N	sAB	Separated	Overlap	zScore	pvalue	Separation/Overlap.than.chance	Bonferroni	p.adjusted	q-value
DOID:10652	Alzheimer's_disease	AD	259	DOID:2377	Multiple_Sclerosis	MS	96	-0.254939037377418	.	YES	-3.34766810930137	0.00081494544118607	Smaller	.	0.0348927983610909	0.00706286049027927
DOID:3312	Bipolar_disorder	BD	127	DOID:3312	Bipolar_disorder	BD	127	0	.	.	0	1	larger	.	1	1
DOID:3312	Bipolar_disorder	BD	127	DOID:12849	Autistic_disorder	AUT	95	-0.366460202432022	.	YES	-3.90945819462405	9.25033616520558e-05	Smaller	**	0.00712914235592409	0.00144305244177207
DOID:3312	Bipolar_disorder	BD	127	DOID:5419	Schizophrenia	SCH	366	-0.42737344378024	.	YES	-7.00616523953421	2.44938619638996e-12	Smaller	***	4.71929413343417e-10	9.55260616592084e-11
DOID:3312	Bipolar_disorder	BD	127	DOID:0060041	Autism_Spectrum_Disorder	ASD	97	-0.358046658471815	.	YES	-3.72081408859465	0.000198581592204721	Smaller	*	0.0127537386642825	0.00258156069866137
DOID:3312	Bipolar_disorder	BD	127	DOID:1826	Epilepsy_syndrome	Epi	138	-0.257697996938242	.	YES	-2.06485577673091	0.0389366484942057	Smaller	.	0.682002020399008	0.138048117388547
DOID:3312	Bipolar_disorder	BD	127	DOID:1059	Intellectual_Disability	ID	103	-0.102975440649066	.	YES	0.171456528648905	0.86386480933773	larger	.	1	1
DOID:3312	Bipolar_disorder	BD	127	DOID:10763	Hypertension	HTN	132	-0.121176076884738	.	YES	0.133849869803946	0.893521291563794	larger	.	1	1
DOID:3312	Bipolar_disorder	BD	127	DOID:12858	Huntington's_disease	HD	43	-0.0275622865883214	.	YES	-0.38332519224752	0.701478662483625	Smaller	.	1	1
DOID:3312	Bipolar_disorder	BD	127	DOID:14330	Parkinson's_disease	PD	108	-0.206989197272327	.	YES	-1.39880627386815	0.161871084428314	Smaller	.	1	0.420864819513616
DOID:3312	Bipolar_disorder	BD	127	DOID:9255	Frontotemporal_dementia	FTD	81	-0.0741203423290036	.	YES	0.217772969398147	0.827606006402254	larger	.	1	1
DOID:3312	Bipolar_disorder	BD	127	DOID:2377	Multiple_Sclerosis	MS	96	-0.131554139743182	.	YES	-0.358564173882708	0.719921151975237	Smaller	.	1	1
DOID:12849	Autistic_disorder	AUT	95	DOID:12849	Autistic_disorder	AUT	95	0	.	.	0	1	larger	.	1	1
DOID:12849	Autistic_disorder	AUT	95	DOID:5419	Schizophrenia	SCH	366	-0.190046958725358	.	YES	-3.37381417039519	0.000741343958042196	Smaller	.	0.0348927983610909	0.00706286049027927
DOID:12849	Autistic_disorder	AUT	95	DOID:0060041	Autism_Spectrum_Disorder	ASD	97	-1.59902502712968	.	YES	-21.1678833574987	1.88850480460393e-99	Smaller	***	7.27725963220106e-97	1.47303374759107e-97
DOID:12849	Autistic_disorder	AUT	95	DOID:1826	Epilepsy_syndrome	Epi	138	-0.318736802820636	.	YES	-3.26379262356297	0.00109931596869673	Smaller	.	0.042361595811288	0.0085746645558345
DOID:12849	Autistic_disorder	AUT	95	DOID:1059	Intellectual_Disability	ID	103	-0.301062748073479	.	YES	-2.81697860571146	0.00484777547772997	Smaller	.	0.124537749666841	0.0252084324841958
DOID:12849	Autistic_disorder	AUT	95	DOID:10763	Hypertension	HTN	132	-0.0621115514055464	.	YES	0.660993413176888	0.508616537730017	larger	.	1	0.862436737890029
DOID:12849	Autistic_disorder	AUT	95	DOID:12858	Huntington's_disease	HD	43	-0.0852145530661841	.	YES	-0.682844255551408	0.494705261534597	Smaller	.	1	0.862436737890029
DOID:12849	Autistic_disorder	AUT	95	DOID:14330	Parkinson's_disease	PD	108	-0.17077079672361	.	YES	-0.966585700738441	0.333751185701245	Smaller	.	1	0.66750237140249
DOID:12849	Autistic_disorder	AUT	95	DOID:9255	Frontotemporal_dementia	FTD	81	0.0124955697324121	YES	.	1.41783282900897	0.156239577073033	larger	.	1	0.420230586610227
DOID:12849	Autistic_disorder	AUT	95	DOID:2377	Multiple_Sclerosis	MS	96	-0.11552740653991	.	YES	-0.205324147005818	0.837318879356558	Smaller	.	1	1
DOID:5419	Schizophrenia	SCH	366	DOID:5419	Schizophrenia	SCH	366	0	.	.	0	1	larger	.	1	1
DOID:5419	Schizophrenia	SCH	366	DOID:0060041	Autism_Spectrum_Disorder	ASD	97	-0.18689112273418	.	YES	-3.19575438065576	0.00139465781762208	Smaller	.	0.0488567704806476	0.00988939179768384
DOID:5419	Schizophrenia	SCH	366	DOID:1826	Epilepsy_syndrome	Epi	138	-0.282717589292786	.	YES	-3.6433513735397	0.000269111071282589	Smaller	*	0.0148143738660255	0.00299866622286313
DOID:5419	Schizophrenia	SCH	366	DOID:1059	Intellectual_Disability	ID	103	-0.055402824896911	.	YES	-0.386622793032274	0.699035481326587	Smaller	.	1	1
DOID:5419	Schizophrenia	SCH	366	DOID:10763	Hypertension	HTN	132	-0.168067949891967	.	YES	-1.45543653511024	0.145548448079708	Smaller	.	1	0.410781538293457
DOID:5419	Schizophrenia	SCH	366	DOID:12858	Huntington's_disease	HD	43	0.119748006864235	YES	.	-0.87590615071161	0.381081055523533	Smaller	.	1	0.743108058270889
DOID:5419	Schizophrenia	SCH	366	DOID:14330	Parkinson's_disease	PD	108	-0.109816082943288	.	YES	-1.2302466488797	0.218604756049069	Smaller	.	1	0.508109573237076
DOID:5419	Schizophrenia	SCH	366	DOID:9255	Frontotemporal_dementia	FTD	81	0.0289320016462715	YES	.	0.081294886025316	0.935207440891294	larger	.	1	1
DOID:5419	Schizophrenia	SCH	366	DOID:2377	Multiple_Sclerosis	MS	96	-0.0750734067844723	.	YES	-1.09003306625983	0.275698578588404	Smaller	.	1	0.581202408916095
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:0060041	Autism_Spectrum_Disorder	ASD	97	0	.	.	0	1	larger	.	1	1
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:1826	Epilepsy_syndrome	Epi	138	-0.306343877852695	.	YES	-2.9975889331316	0.00272124448511592	Smaller	.	0.0824500091518512	0.0166892006205824
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:1059	Intellectual_Disability	ID	103	-0.28834701231108	.	YES	-2.63393057995688	0.00844027426060149	Smaller	.	0.20327611495759	0.0411463370204323
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:10763	Hypertension	HTN	132	-0.0557281840145478	.	YES	0.789320121945503	0.429924928868388	larger	.	1	0.798432010755578
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:12858	Huntington's_disease	HD	43	-0.0929941432338939	.	YES	-0.804206197275209	0.421277900300212	Smaller	.	1	0.798432010755578
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:14330	Parkinson's_disease	PD	108	-0.173139068160441	.	YES	-0.975244199850151	0.329439142110396	Smaller	.	1	0.66750237140249
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:9255	Frontotemporal_dementia	FTD	81	0.0231754979814751	YES	.	1.5963414820769	0.110412573382651	larger	.	1	0.331237720147953
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:2377	Multiple_Sclerosis	MS	96	-0.098138175934334	.	YES	0.0766286551001815	0.938918962495982	larger	.	1	1
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:1826	Epilepsy_syndrome	Epi	138	0	.	.	0	1	larger	.	1	1
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:1059	Intellectual_Disability	ID	103	-0.157347060667789	.	YES	-0.665639787350532	0.50564136869657	Smaller	.	1	0.862436737890029
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:10763	Hypertension	HTN	132	-0.20258014931928	.	YES	-1.10582186248479	0.268803630298909	Smaller	.	1	0.581202408916095
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:12858	Huntington's_disease	HD	43	-0.102176426883565	.	YES	-1.44856164342728	0.147460039387395	Smaller	.	1	0.410781538293457
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:14330	Parkinson's_disease	PD	108	-0.254663995915322	.	YES	-2.12226973096071	0.0338150938039476	Smaller	.	0.620498987696625	0.125598919843234
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:9255	Frontotemporal_dementia	FTD	81	-0.0846623872234356	.	YES	0.0181739547040651	0.985500080340055	larger	.	1	1
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:2377	Multiple_Sclerosis	MS	96	-0.267088210702341	.	YES	-2.43021368404186	0.0150899233111385	Smaller	.	0.290741356594506	0.0588507009134401
DOID:1059	Intellectual_Disability	ID	103	DOID:1059	Intellectual_Disability	ID	103	0	.	.	0	1	larger	.	1	1
DOID:1059	Intellectual_Disability	ID	103	DOID:10763	Hypertension	HTN	132	-0.0257771372055611	.	YES	1.36155413251533	0.17333863888701	larger	.	1	0.436142381715703
DOID:1059	Intellectual_Disability	ID	103	DOID:12858	Huntington's_disease	HD	43	-0.0650213258195516	.	YES	-0.531865663670128	0.594819040104985	Smaller	.	1	0.946854798534466
DOID:1059	Intellectual_Disability	ID	103	DOID:14330	Parkinson's_disease	PD	108	-0.0829375365334506	.	YES	0.403644223514299	0.686474360658584	larger	.	1	1
DOID:1059	Intellectual_Disability	ID	103	DOID:9255	Frontotemporal_dementia	FTD	81	-0.090302205962822	.	YES	0.0585338690688841	0.953323385117115	larger	.	1	1
DOID:1059	Intellectual_Disability	ID	103	DOID:2377	Multiple_Sclerosis	MS	96	-0.0211003947732187	.	YES	1.21311551546562	0.225085658786006	larger	.	1	0.508109573237076
DOID:10763	Hypertension	HTN	132	DOID:10763	Hypertension	HTN	132	0	.	.	0	1	larger	.	1	1
DOID:10763	Hypertension	HTN	132	DOID:12858	Huntington's_disease	HD	43	0.0273416893184333	YES	.	0.248601566769569	0.803668996434517	larger	.	1	1
DOID:10763	Hypertension	HTN	132	DOID:14330	Parkinson's_disease	PD	108	-0.196380471380471	.	YES	-1.20553227701346	0.227997885426893	Smaller	.	1	0.508109573237076
DOID:10763	Hypertension	HTN	132	DOID:9255	Frontotemporal_dementia	FTD	81	-0.00548323611703894	.	YES	1.21923464505429	0.222755145951026	larger	.	1	0.508109573237076
DOID:10763	Hypertension	HTN	132	DOID:2377	Multiple_Sclerosis	MS	96	-0.270509370015949	.	YES	-2.4411312734353	0.014641331483048	Smaller	.	0.290741356594506	0.0588507009134401
DOID:12858	Huntington's_disease	HD	43	DOID:12858	Huntington's_disease	HD	43	0	.	.	0	1	larger	.	1	1
DOID:12858	Huntington's_disease	HD	43	DOID:14330	Parkinson's_disease	PD	108	-0.175707742240932	.	YES	-1.93728472423144	0.0527105485127544	Smaller	.	0.883119501292663	0.178757512347602
DOID:12858	Huntington's_disease	HD	43	DOID:9255	Frontotemporal_dementia	FTD	81	-0.0556736406323803	.	YES	-0.163403324048291	0.870200885848386	Smaller	.	1	1
DOID:12858	Huntington's_disease	HD	43	DOID:2377	Multiple_Sclerosis	MS	96	-0.166909786124589	.	YES	-1.64294311149424	0.100394704087913	Smaller	.	1	0.313231476754289
DOID:14330	Parkinson's_disease	PD	108	DOID:14330	Parkinson's_disease	PD	108	0	.	.	0	1	larger	.	1	1
DOID:14330	Parkinson's_disease	PD	108	DOID:9255	Frontotemporal_dementia	FTD	81	-0.121693121693122	.	YES	-0.400662157821409	0.688668875489352	Smaller	.	1	1
DOID:14330	Parkinson's_disease	PD	108	DOID:2377	Multiple_Sclerosis	MS	96	-0.278560729847495	.	YES	-2.48265726398244	0.0130406490967143	Smaller	.	0.290741356594506	0.0588507009134401
DOID:9255	Frontotemporal_dementia	FTD	81	DOID:9255	Frontotemporal_dementia	FTD	81	0	.	.	0	1	larger	.	1	1
DOID:9255	Frontotemporal_dementia	FTD	81	DOID:2377	Multiple_Sclerosis	MS	96	-0.0834608443188951	.	YES	0.136730314310371	0.891243967202225	larger	.	1	1
DOID:2377	Multiple_Sclerosis	MS	96	DOID:2377	Multiple_Sclerosis	MS	96	0	.	.	0	1	larger	.	1	1
