ENTREZ.ID	GENE.NAME	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94
1605	DAG1	0	0.00720518819009846	0	0	0	0	0	0	0	0	0.0563113017277798	0	0	0	0	0	0	0	0	0.0844669525916697	0	0	0	0	0	0	0.0878997985615318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283008708173531	0	0	0	0	0.46189564307472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168876256430547	0	0	0	0	0.105043988606301	0
369	ARAF	0	0	0	0	0.0377404870045591	0	0	0	0	0	0.0610182666148465	0	0	0	0	0.110816841942224	0	0	0.0406585274558537	0	0	0	0	0.015136035153589	0.0291195970646065	0.0111173512046042	0.0334385034483847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220636384366176	0.0186736231917313	0	0	0	0	0	0	0	0	0	0	0	0.0184336919156211	0	0	0	0	0	0	0	0	0	0	0	0.535326144477924	0.0107829962870169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0556742958024217	0	0	0	0	0	0
2923	PDIA3	0	0.0229620381998625	0	0	0.0531107540162561	0	0.0173072160312991	0	0	0.0469705304287203	0	0	0	0	0.0588620534854848	0	0	0.323753469791044	0.0486767407676499	0	0	0	0	0	0	0	0	0.0834660843210216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0868223811845515	0	0	0	0	0	0.0485055863256043	0	0	0	0.0352278978215402	0	0	0	0	0	0.0177941017164355	0	0	0	0	0	0	0	0.034443092087282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512837151349067	0.0708143386883415
3836	KPNA1	0	0	0	0	0.146065640121262	0	0.159200977427461	0	0	0	0.333075555193172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612073179291281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247782652679961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526678566490159	0
26986	PABPC1	0	0	0	0	0.23595417047951	0	0.31683505491585	0	0	0	0.156113308202061	0	0	0	0	0.18133275505858	0	0	0	0	0	0	0	0.0557798343504551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539848769935446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22808	MRAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281668300938359	0	0.316539179476627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238603317116599	0	0	0	0	0.163189202468415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7534	YWHAZ	0	0.0359539073707029	0	0	0.0408941818533714	0	0.0561228146704611	0	0	0	0.0236982297878401	0	0	0	0.00588682362825798	0.0414557677682841	0	0.0102758335478831	0	0	0	0	0	0	0.0141773045544896	0	0.0730178181498294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159459087868852	0.0220202563024769	0	0	0	0	0	0.00885270467749576	0.0224748016805875	0	0	0.0452950787231831	0	0.032484286365119	0.0134501711138076	0	0	0.0105079479946973	0	0	0.0222091138476365	0	0	0.0100221486353645	0	0.463834733957211	0.013079356253109	0	0	0	0	0	0.0183408103313068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7531	YWHAE	0	0.0342033200579748	0	0	0.0209284057212039	0	0.0081661896797778	0	0	0.0210874161588522	0	0	0	0	0	0.0460588850717869	0	0	0	0	0	0.0120717992181784	0	0	0.0607805528352286	0	0.137834062271386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016617465333309	0.0630511785713703	0	0	0	0	0	0	0	0	0.0302891144602943	0.0105704874695277	0	0.0314958112702533	0.0318731382909695	0	0	0	0	0	0.0330700062734574	0	0	0	0	0.374908795977631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215232996686552	0	0	0.0279802562511926	0.0174898154189514	0
58513	EPS15L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0440752801605008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140735528419053	0	0	0	0	0	0	0	0.0580175499663008	0	0.111758309124529	0	0	0	0.342792572689239	0	0	0	0	0	0.114573303978393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115153814934926	0	0	0	0.0728936407270567	0
1487	CTBP1	0	0	0	0	0.0783903592318111	0	0.0491930206480276	0	0	0	0.0205517009326858	0	0	0	0	0	0	0	0	0	0	0	0	0.0792784268390178	0.0402893941484288	0	0.236222793244774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0613544684742836	0	0	0	0	0	0	0	0	0	0.0369313071241838	0	0	0	0	0	0	0	0	0.0575560913331959	0	0	0.0548186424662601	0	0.0967843944384831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0530325783434818	0	0	0.0568270490288193	0.0787697737465469	0	0	0	0	0
2317	FLNB	0	0.139517030270108	0	0	0	0	0.0837313840096822	0	0	0	0.0737177014893229	0	0	0	0	0.0670160922630208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0810166458481281	0	0.407249346449904	0	0.101521878994849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462299206749854	0
2316	FLNA	0	0.0872588439743553	0	0	0.038560002253519	0	0.045749485927191	0	0	0	0.025680427949718	0	0	0	0	0.121263286241634	0	0.0330626763112854	0	0	0	0.0190525298240277	0	0	0	0	0.0222055052338921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144507354684918	0	0	0.0198223550610273	0	0.0160578928314457	0.265043484080328	0.0276883654142068	0.0619524176459689	0	0	0	0	0	0	0	0	0	0.147514113761712	0.0162518910339234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144507354684918	0	0	0	0	0.0239352515187816	0
2887	GRB10	0	0.0323033574925255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125151556768625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071057421106989	0	0	0	0	0	0	0	0	0	0.0502528223178716	0	0.413352747363238	0	0	0	0	0	0	0	0	0	0	0	0.193278299928189	0.0764024704847156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0382013245378467	0	0
29979	UBQLN1	0	0.163510736019884	0	0.00374787896715547	0	0	0.0269518743951881	0	0	0	0.0246128589699926	0	0	0	0.0166756201972761	0.0223107438022773	0	0.0158980891767871	0	0.0104940478855217	0	0.0155812683072784	0	0.0186699577502913	0.413662728813236	0	0.0666173844697045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252244663346305	0	0	0	0.0143495911693254	0	0.0532897519286453	0	0.00741726342703751	0	0.0134988829809439	0	0	0.0115178482210336	0	0	0.00624645707471532	0	0.0224785091653742	0	0	0	0	0	0	0.0339926267486538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132514141950483	0
5663	PSEN1	0	0.309809496267722	0	0	0	0	0.0221810179934855	0	0	0.0122883888296894	0.0201772398480353	0	0	0	0	0	0	0	0.0211497986686848	0	0	0	0	0	0.171411366974265	0.0236519295406262	0.0673085890153771	0	0	0	0	0	0	0	0	0	0.0107246239105541	0	0	0	0	0	0.0168096703707672	0	0	0	0	0	0.0439139976612839	0	0	0	0.0105881972212279	0	0.1094668138244	0	0	0	0	0	0	0.0161058394332411	0	0	0	0	0.0315594463456598	0.0172078341899859	0	0	0	0	0	0.0121938709926399	0	0.013578824808728	0	0	0	0	0	0	0	0	0	0	0	0.0572586679038873	0	0	0	0	0.0126143861997395	0
3709	ITPR2	0	0	0	0	0.234766983121869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282388261026364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482844755851767	0	0
1793	DOCK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119149243679159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762115391727674	0	0.0628721505361693	0	0	0	0	0	0	0	0	0	0.055863214056998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274	FHL2	0	0.0508583852948325	0	0	0.0875366926664034	0	0	0	0	0	0.0409206299176717	0	0	0	0	0.060721734779901	0	0	0	0	0	0	0	0	0	0	0.186499021212443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587837401646566	0	0	0	0	0	0	0	0	0	0	0	0.12769522587113	0.0855252415165416	0	0	0.0323912463544673	0	0	0	0	0	0.0518459544080566	0	0.057411799943798	0.0261131453732114	0	0	0	0	0	0.0392759867621594	0	0	0.0293737136206216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650474821141052	0
10014	HDAC5	0	0	0	0	0	0	0.625273477018047	0	0	0	0	0	0	0	0	0.0860945775716959	0	0	0	0	0	0	0	0	0	0	0.0780226961510014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294156198824175	0	0	0	0	0.181193629376838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8470	SORBS2	0	0.129678022788428	0	0	0	0	0	0	0	0	0.0440729214348655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562540681819296	0.0488252188583272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517834120727969	0	0	0	0.0579356011464358	0	0	0	0	0	0	0	0.145400046862045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2885	GRB2	0	0.0442640640340648	0	0	0.0371881000378475	0	0.0258185334088185	0	0	0	0.0717248107893025	0	0	0	0.00918815810475736	0.0151681844286056	0	0.00430796885698134	0.0123673351029055	0.00447713114657875	0	0	0	0.00483621662996347	0.0201676851681104	0	0.0575553354802036	0.0199733101550953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320103418206341	0.022053727543984	0	0	0	0	0	0.0224444375334545	0	0	0.011435873594631	0.0221326733663257	0.00352632654361863	0.375193451470033	0.0222841173127805	0.0423525523950562	0	0.0213170087556527	0	0	0.00852204417742544	0	0	0.00359111137356454	0	0.0382062719705745	0.0119837056096329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146529158550548	0.00787334074557529	0	0.00737931366061818	0.0145981018687885	0.00647827776281714	0.0137368809351148
29993	PACSIN1	0	0	0	0.0348654706211322	0	0	0.02293247528303	0	0	0	0.0561341191638203	0	0	0	0.0375136137661505	0.0238723564049185	0	0	0	0	0	0	0	0	0	0	0.0429674206373056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503299475769759	0	0	0	0	0.152916274503453	0	0.110644852687364	0	0	0	0.0789316160344718	0	0	0	0	0	0	0	0.120397523531821	0	0	0	0	0	0	0.0565741033543459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124339407424299	0.0875808190109118	0
6456	SH3GL2	0	0.0392918595836034	0	0	0.0282281999366451	0	0	0	0	0	0.0320079784495314	0	0	0	0	0.0196459297918017	0	0.0232179170266748	0	0	0	0	0	0.109972307981245	0	0.0113230309723014	0	0.0308792243537753	0	0	0	0	0	0	0	0	0	0	0	0	0.0614490603666149	0.0192510344205333	0	0	0	0	0	0	0.0218392310913615	0	0	0	0	0	0.238836107111929	0	0	0	0.278127844104808	0	0	0	0	0	0	0	0.0859302748091753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10133	OPTN	0	0	0	0.0220890083094052	0	0	0.0695648825227181	0	0	0	0.0269765349209931	0	0	0	0.0121110008038042	0.0265114263739389	0	0.01195959236447	0	0	0	0	0	0	0.0269090828200575	0	0.0664421133604314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0878833901473769	0	0	0	0	0.0325864209113951	0	0.0207220269021463	0	0	0	0	0.0351753138705319	0	0	0	0.0320086530042675	0	0	0	0	0	0	0	0.0885567151974965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216883619651954	0	0	0.0273188184544643	0.144340200650865	0	0	0.189789043554324	0.0573674138661188	0
22895	RPH3A	0	0.374504969312042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302765860704353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322729169983605	0	0	0	0	0	0
8844	KSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.827827013872831	0.108159928695523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0640130574316461	0	0	0	0	0
5094	PCBP2	0	0	0	0	0	0	0.0476022728187628	0	0	0	0.756709145217584	0	0	0	0	0	0	0.0561893427949055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0583873679769121	0	0	0.0811118711918352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3739	KCNA4	0	0	0	0	0	0	0.175913356245847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824086643754153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6548	SLC9A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179530540386257	0	0	0	0	0.275256671263764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545212788349979	0	0	0	0	0	0
3688	ITGB1	0	0.0391260230159682	0	0	0.036580955891473	0	0.04171776415113	0	0	0	0	0	0	0	0	0.0448464431050011	0	0	0	0.0380009126502691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271458713123648	0	0	0	0	0	0.0762894705605611	0	0	0	0	0	0.110402371445139	0.0569837662056666	0	0	0.0199036651086926	0	0	0	0	0	0	0	0.0704777561066642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140725075954951	0.0677101206284472	0	0	0	0.230089803863672	0
6645	SNTB2	0	0.201762048760458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155597381300135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0912631565978079	0.179284838322109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143703515570534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107007585114638	0.121381474334319
4842	NOS1	0	0.198416032983705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108871394236297	0	0	0	0	0	0	0	0	0	0	0.0974765977318268	0.0969740828580972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0727973481261672	0	0	0.0729792066703206	0.268027721095048	0	0	0	0	0	0	0	0	0.084457616298539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10605	PAIP1	0	0.252805000690158	0	0	0.14414367782094	0	0.603051321488902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1975	EIF4B	0	0.0589605477699798	0	0	0.279111685470049	0	0	0	0	0	0.228288376732673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177238278098808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138162422800412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118238689128078	0	0	0	0	0	0
1981	EIF4G1	0	0	0	0	0.249756599689653	0	0.0908747904364456	0	0	0	0.0531466206721801	0	0	0	0	0.0313421831271935	0	0	0	0	0	0.032127772717843	0	0	0.0672504855721355	0	0.222837604295724	0.104987414970129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0878764319063463	0	0	0	0	0	0.0598000966123505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3303	HSPA1A	0	0.153725784353827	0	0	0	0	0.0698172310167958	0	0	0	0	0	0	0	0	0.301675444157773	0	0	0.109266514083837	0	0	0.0217518866177684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0830923687142354	0	0	0	0	0	0	0	0	0	0.0617688037028781	0	0	0.0557569269489139	0	0	0	0	0	0	0	0	0	0	0.098266228041606	0.0133526698421265	0	0	0	0.0315261425202384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23163	GGA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0488207256556358	0	0	0	0	0	0	0	0	0	0.119300239333323	0	0.146655784212454	0	0	0.0538195761126153	0	0	0	0	0	0	0	0	0	0	0	0	0.0459489984659694	0	0	0	0	0	0.0441525072905228	0.104943989389778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260197230564244	0	0	0	0.410338456483278	0	0	0	0	0
6616	SNAP25	0	0.0545074109135517	0	0.0618416553989626	0	0	0	0	0	0	0	0	0	0	0.0612141287559252	0	0	0	0	0	0	0	0	0	0	0	0.140706420615517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497578374255	0	0	0	0	0	0	0	0	0	0.0966416801392327	0	0	0	0	0	0	0	0	0	0	0	0	0.0161069466898721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714033832319383	0	0
3265	HRAS	0	0.0199232332174701	0	0	0	0	0.0110103048053209	0	0	0	0	0	0	0	0	0.00666266000906434	0	0.00163280853045342	0	0	0	0	0	0.00890981355421245	0.0138653307959595	0.00276409325656592	0.0198948827308253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015561956958175	0	0	0	0	0	0.054938935110741	0.00592454426645513	0	0.018513965898472	0.034203463090607	0	0.0530157690263785	0.0195604314591402	0.0321672857367625	0	0.0028383958169084	0	0	0.01501228484132	0	0	0.00962030737016884	0	0.0629622073019471	0.00856824562405487	0	0	0	0.00243665305494866	0	0.0055355671426159	0	0	0.00472368734052785	0	0	0	0	0	0	0	0.0110070632412986	0	0	0.436975184053524	0.0225358915841068	0	0	0.0387425502233094	0.0543895586414189	0.00610292531724749
351	APP	0	0.361846888114089	0	0	0.0169863941475464	0	0.0188111763500229	0	0	0.0162370301271663	0.00920444358756871	0	0	0	0.034002637666058	0	0	0.0186850522473533	0.0256512134262116	0.0189937293104796	0	0	0	0.0251991285870868	0.0195145284292439	0	0.0336442116513231	0.0138407656017045	0	0	0	0	0	0	0	0	0	0	0.0169658405900743	0	0	0	0.0606020240685615	0	0	0	0	0	0.0663159597584327	0	0	0	0	0	0	0	0.0118861689987395	0	0	0	0	0.0110927082550556	0	0.0121017010764127	0	0	0.0904815246804572	0.0141196867191268	0	0	0	0.0157730802798645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796597963956189	0	0	0	0.00838430993180176	0	0
