HDO.ID	Disease.long	Disease	N	HDO.ID	Disease.long	Disease	N	sAB	Separated	Overlap	zScore	pvalue	Separation/Overlap.than.chance	Bonferroni	p.adjusted	q-value
DOID:3312	Bipolar_disorder	BD	297	DOID:5419	Schizophrenia	SCH	694	-0.542294843521736	.	YES	-15.0233092362995	5.16627855717267e-51	Smaller	***	9.95399913761499e-49	2.01484863729734e-49
DOID:3312	Bipolar_disorder	BD	297	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	-0.45532093119853	.	YES	-9.4422406426158	3.64891618307012e-21	Smaller	***	3.51522939941771e-19	7.11538655698673e-20
DOID:3312	Bipolar_disorder	BD	297	DOID:1826	Epilepsy_syndrome	Epi	288	-0.137581746956747	.	YES	-0.954523218801914	0.339818861988613	Smaller	.	1	0.540936147655343
DOID:3312	Bipolar_disorder	BD	297	DOID:1059	Intellectual_Disability	ID	240	-0.10432913868668	.	YES	-0.34361211804276	0.731138010164193	Smaller	.	1	0.919818786980759
DOID:3312	Bipolar_disorder	BD	297	DOID:10763	Hypertension	HTN	298	-0.0774704254964815	.	YES	0.705528437403843	0.480481441250822	larger	.	1	0.694028748473409
DOID:3312	Bipolar_disorder	BD	297	DOID:12858	Huntington's_disease	HD	84	0.0898713418398456	YES	.	1.20433337736265	0.228460750953614	larger	.	1	0.414417176148416
DOID:3312	Bipolar_disorder	BD	297	DOID:14330	Parkinson's_disease	PD	222	-0.117133949503891	.	YES	-0.81443864513152	0.415393707406177	Smaller	.	1	0.623090561109265
DOID:3312	Bipolar_disorder	BD	297	DOID:9255	Frontotemporal_dementia	FTD	121	0.030077489407633	YES	.	1.11335479153704	0.265556083056475	larger	.	1	0.460297210631223
DOID:3312	Bipolar_disorder	BD	297	DOID:2377	Multiple_Sclerosis	MS	199	-0.162861834151751	.	YES	-2.18116651282077	0.0291711027033447	Smaller	.	0.416331103555058	0.0842720744763291
DOID:12849	Autistic_disorder	AUT	209	DOID:12849	Autistic_disorder	AUT	209	0	.	.	0	1	larger	.	1	1
DOID:12849	Autistic_disorder	AUT	209	DOID:5419	Schizophrenia	SCH	694	-0.295416160717273	.	YES	-8.57781802356056	9.66897575053262e-18	Smaller	***	7.45178373309345e-16	1.50836021708309e-16
DOID:12849	Autistic_disorder	AUT	209	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	-1.54632970845198	.	YES	-34.9624105687593	8.38837873094712e-268	Smaller	***	3.23242015426792e-265	6.54293541013875e-266
DOID:12849	Autistic_disorder	AUT	209	DOID:1826	Epilepsy_syndrome	Epi	288	-0.179918977581598	.	YES	-2.46006654935982	0.0138911254924735	Smaller	.	0.254898873148782	0.0515956089720444
DOID:12849	Autistic_disorder	AUT	209	DOID:1059	Intellectual_Disability	ID	240	-0.302584335915715	.	YES	-5.42187924916231	5.89757168301344e-08	Smaller	***	2.5251111197821e-06	5.11122879194498e-07
DOID:12849	Autistic_disorder	AUT	209	DOID:10763	Hypertension	HTN	298	-0.103226784808449	.	YES	-0.589787918988223	0.555332843110881	Smaller	.	1	0.773499317190156
DOID:12849	Autistic_disorder	AUT	209	DOID:12858	Huntington's_disease	HD	84	-0.0402651058300421	.	YES	-0.724951480822401	0.468481796605977	Smaller	.	1	0.689463776137098
DOID:12849	Autistic_disorder	AUT	209	DOID:14330	Parkinson's_disease	PD	222	-0.143588175704429	.	YES	-1.54342051018235	0.122728780448256	Smaller	.	1	0.258725537161188
DOID:12849	Autistic_disorder	AUT	209	DOID:9255	Frontotemporal_dementia	FTD	121	0.0732637378570393	YES	.	2.41509071357312	0.0157312912493748	larger	.	0.275544322135364	0.0557745780659652
DOID:12849	Autistic_disorder	AUT	209	DOID:2377	Multiple_Sclerosis	MS	199	-0.134779170738767	.	YES	-1.37147227333151	0.170227781045252	Smaller	.	1	0.331944173038241
DOID:5419	Schizophrenia	SCH	694	DOID:5419	Schizophrenia	SCH	694	0	.	.	0	1	larger	.	1	1
DOID:5419	Schizophrenia	SCH	694	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	-0.298621116264878	.	YES	-8.39273686177433	4.74953837854949e-17	Smaller	***	3.05035177649061e-15	6.17439989211434e-16
DOID:5419	Schizophrenia	SCH	694	DOID:1826	Epilepsy_syndrome	Epi	288	-0.18382967747016	.	YES	-3.45949323560489	0.000541192870617761	Smaller	*	0.0130341243406567	0.00263831524426158
DOID:5419	Schizophrenia	SCH	694	DOID:1059	Intellectual_Disability	ID	240	-0.099494700162708	.	YES	-1.72399444835891	0.0847088453843474	Smaller	.	0.932632388033797	0.188779712570831
DOID:5419	Schizophrenia	SCH	694	DOID:10763	Hypertension	HTN	298	-0.123674793781855	.	YES	-1.2339629958319	0.217216693420426	Smaller	.	1	0.403402430637934
DOID:5419	Schizophrenia	SCH	694	DOID:12858	Huntington's_disease	HD	84	0.181271504030666	YES	.	0.564657593333201	0.572306683464232	larger	.	1	0.776801719242969
DOID:5419	Schizophrenia	SCH	694	DOID:14330	Parkinson's_disease	PD	222	-0.0673331959244898	.	YES	-1.15345265204413	0.248724640965404	Smaller	.	1	0.440920954438671
DOID:5419	Schizophrenia	SCH	694	DOID:9255	Frontotemporal_dementia	FTD	121	0.112990129430947	YES	.	0.627313300665143	0.530453886514825	larger	.	1	0.752280057239206
DOID:5419	Schizophrenia	SCH	694	DOID:2377	Multiple_Sclerosis	MS	199	-0.108308970653033	.	YES	-3.02093866161992	0.00251992402435257	Smaller	.	0.0539466793869255	0.0109196707721945
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	0	.	.	0	1	larger	.	1	1
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:1826	Epilepsy_syndrome	Epi	288	-0.188260220125786	.	YES	-2.7057747410365	0.00681452529634392	Smaller	.	0.131297176821579	0.0265766486557413
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:1059	Intellectual_Disability	ID	240	-0.307357933990093	.	YES	-5.49681935733053	3.86702463919624e-08	Smaller	***	1.86267346493802e-06	3.77034902321633e-07
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:10763	Hypertension	HTN	298	-0.103759183805218	.	YES	-0.556861894721175	0.577621791231951	Smaller	.	1	0.776801719242969
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:12858	Huntington's_disease	HD	84	-0.0500200335105996	.	YES	-0.9725418762681	0.330781042480256	Smaller	.	1	0.537519194030416
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:14330	Parkinson's_disease	PD	222	-0.15130392108481	.	YES	-1.68702291068847	0.0915989466576941	Smaller	.	0.980477776267937	0.198464384425004
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:9255	Frontotemporal_dementia	FTD	121	0.0664850489035738	YES	.	2.32736808712977	0.0199456827637416	larger	.	0.334172607044584	0.0676418806770367
DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:2377	Multiple_Sclerosis	MS	199	-0.138704874969347	.	YES	-1.45998501441546	0.144294192511175	Smaller	.	1	0.296182816207149
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:1826	Epilepsy_syndrome	Epi	288	0	.	.	0	1	larger	.	1	1
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:1059	Intellectual_Disability	ID	240	-0.175094696969697	.	YES	-2.14717190989249	0.0317795981244952	Smaller	.	0.422906146874576	0.0856029684104505
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:10763	Hypertension	HTN	298	-0.169585609600599	.	YES	-1.82597444122094	0.0678541118486705	Smaller	.	0.792340775127922	0.160382446187767
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:12858	Huntington's_disease	HD	84	0.0402505760368663	YES	.	0.221149022352643	0.824976400749177	larger	.	1	1
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:14330	Parkinson's_disease	PD	222	-0.123905339162692	.	YES	-0.983596219454827	0.32531408471447	Smaller	.	1	0.537519194030416
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:9255	Frontotemporal_dementia	FTD	121	0.0628023609623689	YES	.	1.88940297092749	0.0588378531130885	larger	.	0.731383063813082	0.148043630413578
DOID:1826	Epilepsy_syndrome	Epi	288	DOID:2377	Multiple_Sclerosis	MS	199	-0.19689798023313	.	YES	-3.00430285501461	0.00266190208288866	Smaller	.	0.0539868826259096	0.0109278085508061
DOID:1059	Intellectual_Disability	ID	240	DOID:1059	Intellectual_Disability	ID	240	0	.	.	0	1	larger	.	1	1
DOID:1059	Intellectual_Disability	ID	240	DOID:10763	Hypertension	HTN	298	-0.00662574952388084	.	YES	2.21378601728912	0.0268435024031185	larger	.	0.401979882176505	0.0813671577249441
DOID:1059	Intellectual_Disability	ID	240	DOID:12858	Huntington's_disease	HD	84	0.0523809523809524	YES	.	0.869031791445606	0.384829742225905	larger	.	1	0.600334397872412
DOID:1059	Intellectual_Disability	ID	240	DOID:14330	Parkinson's_disease	PD	222	-0.0413653913653913	.	YES	1.02821510640443	0.303848653985886	larger	.	1	0.51522163067172
DOID:1059	Intellectual_Disability	ID	240	DOID:9255	Frontotemporal_dementia	FTD	121	-0.0286123638805582	.	YES	0.124806711932546	0.900676573590482	larger	.	1	1
DOID:1059	Intellectual_Disability	ID	240	DOID:2377	Multiple_Sclerosis	MS	199	-0.0260850570239199	.	YES	1.25480292372472	0.209550310977623	larger	.	1	0.398656689176941
DOID:10763	Hypertension	HTN	298	DOID:10763	Hypertension	HTN	298	0	.	.	0	1	larger	.	1	1
DOID:10763	Hypertension	HTN	298	DOID:12858	Huntington's_disease	HD	84	0.0130852404210569	YES	.	-0.442793807603836	0.657914882766541	Smaller	.	1	0.855289347596503
DOID:10763	Hypertension	HTN	298	DOID:14330	Parkinson's_disease	PD	222	-0.155645630142274	.	YES	-1.78228222798253	0.074703219359141	Smaller	.	0.846662211776693	0.171377973823912
DOID:10763	Hypertension	HTN	298	DOID:9255	Frontotemporal_dementia	FTD	121	0.0687634189467485	YES	.	1.96477176655294	0.049440659343824	larger	.	0.635057098354718	0.128545714293942
DOID:10763	Hypertension	HTN	298	DOID:2377	Multiple_Sclerosis	MS	199	-0.282037491550768	.	YES	-5.16374952400404	2.4205154545111e-07	Smaller	***	9.3273362944537e-06	1.88800205451866e-06
DOID:12858	Huntington's_disease	HD	84	DOID:12858	Huntington's_disease	HD	84	0	.	.	0	1	larger	.	1	1
DOID:12858	Huntington's_disease	HD	84	DOID:14330	Parkinson's_disease	PD	222	-0.151487622075857	.	YES	-3.07640001381208	0.00209516558324452	Smaller	.	0.0474918629201259	0.00961311267606309
DOID:12858	Huntington's_disease	HD	84	DOID:9255	Frontotemporal_dementia	FTD	121	-0.0336971232758372	.	YES	0.0135455130081488	0.989192574796379	larger	.	1	1
DOID:12858	Huntington's_disease	HD	84	DOID:2377	Multiple_Sclerosis	MS	199	-0.100954038237629	.	YES	-1.82752765242163	0.067620472426049	Smaller	.	0.792340775127922	0.160382446187767
DOID:14330	Parkinson's_disease	PD	222	DOID:14330	Parkinson's_disease	PD	222	0	.	.	0	1	larger	.	1	1
DOID:14330	Parkinson's_disease	PD	222	DOID:9255	Frontotemporal_dementia	FTD	121	-0.0211110322427577	.	YES	0.399729639157013	0.689355659195953	larger	.	1	0.881471170775153
DOID:14330	Parkinson's_disease	PD	222	DOID:2377	Multiple_Sclerosis	MS	199	-0.234074117565207	.	YES	-3.67194068008815	0.000240715563517671	Smaller	*	0.00618390326202026	0.00125172093029189
DOID:9255	Frontotemporal_dementia	FTD	121	DOID:9255	Frontotemporal_dementia	FTD	121	0	.	.	0	1	larger	.	1	1
DOID:9255	Frontotemporal_dementia	FTD	121	DOID:2377	Multiple_Sclerosis	MS	199	-0.0851961252543711	.	YES	-0.854591923951087	0.392777100097344	Smaller	.	1	0.600717917795938
DOID:2377	Multiple_Sclerosis	MS	199	DOID:2377	Multiple_Sclerosis	MS	199	0	.	.	0	1	larger	.	1	1
